''	1	39
'a	2	2
'achondroplast	3	1
'adequ	4	1
'agnos	5	1
'air	6	1
'alali	7	1
'alveolar	8	1
'averag	9	1
'azaserin	10	1
'bend	11	1
'bodi	12	1
'campo	13	1
'catch-up	14	1
'cell	15	1
'child	16	1
'choke	17	1
'cleft	18	1
'cold	19	1
'commando	20	1
'complement	21	1
'condit	22	2
'core	23	1
'correct	24	1
'cut-off	25	1
'dialysi	26	1
'duct	27	1
'earli	28	1
'eclips	29	1
'elementari	30	1
'ex	31	1
'flat	32	1
'giant	33	2
'group	34	1
'growth	35	1
'high	36	1
'higher	37	1
'immunolog	38	1
'imuran	39	2
'in	40	2
'it	41	1
'lamina	42	1
'lower	43	1
'lymphocyt	44	1
'mean	45	1
'moder	46	1
'n	47	1
'n'-free	48	1
'neonat	49	1
'new	50	1
'norm	51	1
'normal	52	1
'nosolog	53	1
'plate	54	1
'pouti	55	1
'pre-scientif	56	1
'primari	57	1
'prime	58	1
'psychiatr	59	1
'psychophylaxi	60	1
'psychosi	61	1
'purinethol	62	1
'rel	63	1
'residu	64	1
'rewarm	65	1
'right	66	1
'rough	67	1
's	68	108
'safe	69	1
'schizophren	70	1
'seal	71	1
'secondari	72	1
'seen	73	1
'smooth	74	1
'solid	75	1
'spatial	76	1
'spell	77	1
'spray	78	1
'standard	79	1
'steadi	80	1
'syndrom	81	1
'thin	82	1
'thymus-typ	83	1
'trace	84	1
'transit	85	1
'trilamellar	86	1
'tumor	87	2
'type	88	1
'veri	89	1
'visual	90	1
++	91	1
+16mv	92	1
+56	93	1
+8mv	94	1
,l	95	1
--	96	15
-1	97	1
-1.087	98	1
-10	99	2
-13	100	1
-2	101	2
-25	102	1
-26	103	1
-3	104	2
-35	105	1
-4	106	1
-5	107	1
-55	108	1
-amid	109	1
-an	110	1
-cholografin	111	1
-crysta-	112	1
-crystallin	113	2
-dash	114	9
-irradi	115	1
-keto	116	1
-ketoglutar	117	1
-label	118	2
-n	119	1
-o	120	1
-selenouracil	121	1
-selenourea	122	1
-sphingosin	123	1
.-j	124	1
..	125	1
.06	126	1
.11	127	1
.32	128	1
.45	129	1
.64	130	1
.93	131	1
.95	132	1
/24	133	1
/abdomen/	134	1
/abnormal/	135	1
/agnos	136	1
/attenu	137	1
/bacteriocin/-lik	138	1
/carcinoembryonic/	139	1
/conditioned/	140	1
/deep	141	1
/deep/	142	1
/deficient/	143	1
/epithelial/	144	1
/exploding/	145	1
/finger	146	1
/head/	147	1
/heart/	148	1
/high	149	1
/immunity/	150	1
/inclusionbody/	151	1
/inject	152	1
/kg	153	1
/lamellar	154	1
/languag	155	1
/liver/	156	1
/low	157	1
/low/	158	1
/lung/	159	1
/lymphocyt	160	1
/m	161	1
/macrophages/	162	1
/marker	163	1
/min	164	1
/min./cm.2	165	1
/mirror-image/	166	1
/ml	167	1
/normal/	168	1
/palm/	169	1
/plateau/	170	1
/poor	171	1
/pulmonari	172	1
/read	173	1
/rebound/	174	1
/relaxed/	175	1
/secreted/	176	1
/spell	177	1
/star/	178	1
/target/	179	1
/thigh/	180	1
/transform	181	1
/transitional/	182	1
/urinari	183	1
/wag/	184	1
0-15	185	1
0.	186	1
0.001	187	1
0.003	188	2
0.004	189	1
0.005	190	1
0.0062	191	1
0.01	192	1
0.01-0.15	193	1
0.01-25	194	1
0.011	195	1
0.016	196	1
0.019	197	1
0.02	198	3
0.021	199	1
0.0225	200	1
0.026	201	1
0.029	202	1
0.03	203	3
0.039	204	1
0.04	205	1
0.0432	206	1
0.05	207	3
0.051	208	1
0.056	209	1
0.088	210	1
0.1	211	4
0.1-1.0	212	1
0.10	213	1
0.11	214	1
0.12.	215	1
0.13	216	1
0.14	217	1
0.15	218	1
0.2	219	4
0.20	220	1
0.24	221	1
0.25	222	3
0.26	223	1
0.27	224	1
0.3-0.4	225	1
0.3-0.6	226	1
0.30	227	1
0.324	228	1
0.3x10-3	229	1
0.4	230	2
0.44	231	1
0.45	232	1
0.48	233	1
0.5	234	7
0.5-2.2	235	1
0.5-3.0	236	1
0.52	237	1
0.57	238	1
0.59	239	1
0.6	240	2
0.60	241	1
0.65	242	1
0.67-0.02	243	1
0.7.	244	1
0.8	245	2
0.8-30.0	246	1
0.80	247	1
0.894	248	1
0.9	249	4
0.997	250	1
00mm/1	251	1
1,000	252	3
1,023	253	1
1,1-dimethyl-	254	1
1,10-	255	1
1,10-phenanthroline-tr	256	1
1,2	257	1
1,2,3	258	1
1,2-benzanthracen	259	1
1,200-1,600	260	1
1,256	261	1
1,500	262	4
1,516	263	1
1,6-diphosph	264	1
1,750	265	1
1-	266	1
1-10	267	1
1-13	268	1
1-17	269	1
1-2	270	3
1-3	271	1
1-4	272	1
1-5	273	1
1-amino-	274	1
1-aminocyclopentanecarboxyl	275	1
1-methyl-4-nitro-5-imidazolyl	276	1
1-month	277	1
1-month-old	278	1
1-per-minut	279	1
1-type	280	1
1-tyrosin	281	1
1-year	282	1
1-year-old	283	2
1.	284	28
1.0	285	4
1.016	286	1
1.024	287	1
1.05	288	1
1.1	289	1
1.2	290	2
1.2-2.4	291	1
1.3	292	4
1.32	293	1
1.4	294	1
1.5	295	5
1.52	296	1
1.6	297	1
1.6.	298	1
1.7	299	2
1.71	300	1
1.8	301	2
1.8-2.0	302	1
1.99.1.14	303	1
1/100	304	1
1/128	305	1
1/2	306	4
1/2-year	307	1
1/2-year-old	308	1
1/20	309	1
1/3	310	2
1/4	311	2
1/5	312	1
1/50	313	1
1/6	314	1
10	315	99
10,000	316	1
10-12	317	1
10-15	318	3
10-2.	319	1
10-3	320	1
10-30	321	1
10-4.	322	1
10-40	323	1
10-7	324	1
10-b	325	1
10-fold	326	1
10.	327	2
10.0	328	3
10.2	329	1
10.3	330	1
10.5	331	1
10.50	332	1
10.8	333	1
10.8.	334	1
100	335	28
100-137	336	1
100-150	337	1
100-day	338	1
100-fold	339	1
1000	340	4
1000.	341	1
100m	342	1
101	343	2
1013.	344	1
102	345	1
1021.	346	1
103.	347	1
104	348	2
104.	349	1
1044.	350	1
105	351	1
1050	352	1
1051	353	1
106	354	2
10642.	355	1
1066.	356	1
107	357	2
1076	358	1
109	359	2
10th	360	1
11	361	34
11-20	362	1
11-deoxy-	363	1
11-desoxy-17-ketosteroid	364	1
11-oxy-17-ketosteroid	365	1
11-year-old	366	1
11.	367	1
11.5	368	1
11.6	369	2
11.8	370	1
110	371	1
1100	372	1
1106.	373	1
1107.	374	1
111	375	2
1116.	376	1
112	377	1
113	378	2
11306.	379	1
1131.	380	1
1139.	381	1
114	382	4
1142.	383	1
1143.	384	1
116	385	2
1161.	386	1
1162.	387	1
1163.	388	1
1172.	389	1
118	390	1
11th	391	1
12	392	42
12,000	393	1
12-	394	1
12-86	395	1
12-mth-old	396	1
12.	397	1
12.0	398	1
12.1	399	1
12.5	400	2
12.8	401	1
12.9	402	1
120	403	3
1202.	404	1
1207.	405	1
12083.	406	1
1209.	407	1
121	408	2
1218	409	1
123	410	1
124	411	2
125	412	4
125,000	413	1
127	414	1
1281.	415	1
1287.	416	1
1288.	417	1
13	418	24
13-fold	419	1
13-year-old	420	1
13.	421	1
13.6	422	1
13.9	423	1
13/4	424	1
130	425	1
1303.	426	1
131	427	4
131-sodium	428	1
131-tag	429	1
1319.	430	1
132	431	2
132.	432	1
1320.	433	1
133	434	1
133.	435	1
134	436	1
135	437	1
1350	438	1
136	439	1
1361.	440	1
1362.	441	1
1368.	442	1
1375.	443	1
1377.	444	1
1378.	445	1
1379.	446	1
1384.	447	1
1388.	448	1
14	449	28
14,000	450	1
14-19	451	1
14-day	452	1
14-year-	453	1
14.1	454	1
14.3	455	2
14.7	456	1
14.8	457	2
140	458	2
1400	459	1
141	460	1
142.	461	1
144	462	1
1451.	463	1
146	464	1
1463.	465	1
149	466	1
1494.	467	1
14th	468	2
15	469	40
15,000	470	1
15,25,50	471	1
15.33	472	1
15.5	473	1
150	474	2
150,000	475	1
150-200	476	2
1520.	477	1
154	478	1
1541.	479	1
1545.	480	1
1547.	481	1
1560.	482	1
1571	483	1
1577.	484	1
159	485	1
1593.	486	1
15th	487	1
16	488	18
16,27	489	1
16.	490	1
16..0	491	1
16.6	492	2
16.7	493	1
160	494	2
1600	495	2
161	496	1
1635.	497	1
1636.	498	1
1642.	499	1
1671.	500	1
168	501	5
168,350	502	1
1685.	503	1
1688.	504	1
